767,Instalação de software,servico,360.99,14
768,Manutenção de notebook,servico,146.12,20
769,Celular 50,produto,430.58,31
770,Manutenção de notebook,servico,259.85,6
771,Limpeza interna,servico,108.74,28
772,Capa 10,produto,152.72,37
773,Capa 72,produto,300.42,19
774,Capa 14,produto,281.09,5
775,Fone 10,produto,208.84,13
776,Limpeza interna,servico,138.15,19
777,Manutenção de notebook,servico,226.19,10
778,Limpeza interna,servico,210.88,5
779,Limpeza interna,servico,203.44,27
780,Troca de tela,servico,429.8,1
781,Instalação de software,servico,143.35,12
782,SSD 5,produto,188.7,35
783,Manutenção de celular,servico,47.12,27
784,Manutenção de celular,servico,439.64,13
785,Celular 20,produto,446.27,22
786,Troca de tela,servico,235.02,2
787,Manutenção de notebook,servico,276.23,36
788,Mouse 7,produto,149.94,18
789,SSD 44,produto,184.9,8
790,Teclado 85,produto,483.25,9
791,Limpeza interna,servico,233.07,29
792,Instalação de software,servico,461.18,29
793,Manutenção de celular,servico,176.21,11
794,Limpeza interna,servico,413.47,16
795,Manutenção de celular,servico,474.65,20
796,Manutenção de notebook,servico,339.97,13
797,Fone 39,produto,363.37,25
798,HD 81,produto,367.19,45
799,Teclado 15,produto,371.23,50
800,Troca de tela,servico,291.0,48
801,SSD 82,produto,183.18,16
802,Notebook 91,produto,47.65,30
803,Carregador 91,produto,280.92,48
804,Instalação de software,servico,260.32,19
805,Manutenção de notebook,servico,372.97,10
806,Manutenção de celular,servico,482.31,36
807,Instalação de software,servico,213.68,19
808,Monitor 22,produto,44.82,14
809,Manutenção de notebook,servico,483.9,17
810,Instalação de software,servico,168.21,37
811,Troca de tela,servico,65.9,2
812,Fone 79,produto,126.79,43
813,Manutenção de notebook,servico,62.44,24
814,Manutenção de celular,servico,20.17,19
815,Manutenção de celular,servico,291.6,46
816,Limpeza interna,servico,168.46,4
817,Monitor 89,produto,78.2,11
818,Capa 81,produto,370.24,25
819,Capa 50,produto,157.89,23
820,Teclado 100,produto,327.04,43
821,Mouse 90,produto,400.28,45
822,Limpeza interna,servico,394.51,31
823,Monitor 79,produto,72.05,21
824,Manutenção de notebook,servico,486.01,29
825,Celular 57,produto,101.91,43
826,Limpeza interna,servico,98.94,19
827,Celular 44,produto,81.58,7
828,Fone 9,produto,233.55,24
829,Teclado 8,produto,439.03,22
830,HD 44,produto,269.25,22
831,Fone 91,produto,354.42,10
832,Troca de tela,servico,58.25,8
833,Instalação de software,servico,326.38,5
834,Limpeza interna,servico,427.52,16
835,Monitor 46,produto,419.43,25
836,Instalação de software,servico,493.59,40
837,Monitor 41,produto,338.53,23
838,Teclado 76,produto,112.09,41
839,SSD 48,produto,158.15,34
840,Capa 66,produto,410.91,11
841,Manutenção de notebook,servico,302.86,41
842,Celular 95,produto,493.57,29
843,Instalação de software,servico,120.41,32
844,Fone 40,produto,92.65,46
845,Capa 40,produto,376.84,5
846,Notebook 62,produto,409.05,47
847,Manutenção de celular,servico,348.08,9
848,Teclado 33,produto,87.34,9
849,Manutenção de notebook,servico,485.47,23
850,HD 98,produto,56.92,47
851,Troca de tela,servico,24.15,43
852,Capa 24,produto,464.8,46
853,Troca de tela,servico,390.01,5
854,Troca de tela,servico,255.5,39
855,Fone 6,produto,491.55,24
856,Monitor 94,produto,318.9,22
857,Troca de tela,servico,133.6,29
858,Troca de tela,servico,175.18,20
859,Carregador 79,produto,417.05,29
860,HD 29,produto,365.35,26
861,HD 4,produto,171.52,31
862,Teclado 22,produto,251.74,9
863,Fone 9,produto,296.81,44
864,Teclado 9,produto,235.68,35
865,Limpeza interna,servico,63.19,41
866,Troca de tela,servico,498.2,42
867,Celular 4,produto,459.83,39
868,Monitor 2,produto,139.05,20
869,Manutenção de notebook,servico,354.25,30
870,Capa 90,produto,87.41,17
871,Manutenção de notebook,servico,333.56,1
872,Monitor 49,produto,38.38,48
873,Monitor 100,produto,458.09,22
874,Mouse 30,produto,472.04,19
875,Celular 79,produto,158.91,43
876,Celular 66,produto,400.55,18
877,Limpeza interna,servico,33.19,35
878,Teclado 72,produto,479.35,23
879,Notebook 19,produto,128.31,26
880,Manutenção de notebook,servico,132.8,28
881,Troca de tela,servico,86.39,14
882,Troca de tela,servico,315.16,34
883,Celular 54,produto,224.95,16
884,HD 33,produto,399.76,45
885,HD 76,produto,390.67,9
886,Carregador 48,produto,441.12,11
887,Manutenção de celular,servico,444.76,44
888,Fone 8,produto,178.09,41
889,Capa 94,produto,408.15,37
890,HD 91,produto,82.91,18
891,Fone 53,produto,114.62,28
892,HD 9,produto,275.92,25
893,Instalação de software,servico,190.11,28
894,Fone 2,produto,318.82,18
895,HD 60,produto,27.88,20
896,Troca de tela,servico,136.02,26
897,HD 35,produto,494.13,3
898,Limpeza interna,servico,296.95,18
899,Troca de tela,servico,215.94,42
900,Troca de tela,servico,181.36,48
901,Instalação de software,servico,182.76,50
902,Manutenção de celular,servico,383.32,9
903,Capa 26,produto,464.21,13
904,HD 71,produto,91.54,24
905,Limpeza interna,servico,154.99,25
906,HD 86,produto,292.02,4
907,Mouse 32,produto,146.01,33
908,Teclado 52,produto,148.85,41
909,Mouse 82,produto,160.43,44
910,Limpeza interna,servico,375.66,3
911,Manutenção de celular,servico,419.38,20
912,Celular 23,produto,416.48,39
913,Celular 85,produto,103.96,23
914,Troca de tela,servico,152.38,12
915,SSD 31,produto,228.48,1
916,Limpeza interna,servico,233.59,10
917,Manutenção de celular,servico,484.77,31
918,Fone 32,produto,26.46,40
919,Manutenção de celular,servico,82.35,47
920,SSD 91,produto,456.51,34
921,Manutenção de notebook,servico,337.79,5
922,SSD 13,produto,194.21,9
923,Troca de tela,servico,391.03,22
924,Troca de tela,servico,171.47,16
925,Manutenção de notebook,servico,194.61,7
926,Celular 73,produto,273.28,46
927,Manutenção de notebook,servico,129.49,1
928,Manutenção de notebook,servico,467.79,47
929,Capa 2,produto,375.3,40
930,Carregador 60,produto,363.84,35
931,SSD 64,produto,314.17,15
932,Carregador 92,produto,353.52,42
933,Celular 82,produto,69.6,42
934,Manutenção de notebook,servico,173.6,1
935,Notebook 67,produto,351.53,6
936,Manutenção de celular,servico,483.12,15
937,Manutenção de celular,servico,170.42,14
938,Instalação de software,servico,372.56,3
939,Mouse 90,produto,482.13,6
940,Carregador 16,produto,317.51,18
941,Manutenção de notebook,servico,248.28,43
942,Capa 29,produto,205.52,5
943,Manutenção de notebook,servico,418.13,14
944,Troca de tela,servico,62.9,20
945,Manutenção de celular,servico,57.27,39
946,Capa 1,produto,181.37,7
947,Instalação de software,servico,457.48,19
948,Teclado 48,produto,239.21,6
949,Carregador 3,produto,146.44,1
950,Manutenção de celular,servico,285.32,9
951,Manutenção de notebook,servico,397.17,1
952,Manutenção de celular,servico,329.89,36
953,Teclado 86,produto,437.23,26
954,Instalação de software,servico,91.99,37
955,Instalação de software,servico,445.67,15
956,Mouse 2,produto,382.42,21
957,SSD 34,produto,153.32,36
958,Notebook 51,produto,401.79,3
959,Limpeza interna,servico,254.21,4
960,Manutenção de notebook,servico,216.83,24
961,Limpeza interna,servico,334.94,48
962,Limpeza interna,servico,344.79,30
963,Limpeza interna,servico,333.12,6
964,Capa 94,produto,346.83,35
965,Capa 58,produto,161.82,17
966,Limpeza interna,servico,230.46,46
967,Limpeza interna,servico,355.99,41
968,Manutenção de notebook,servico,130.4,45
969,Notebook 23,produto,115.97,32
970,Celular 70,produto,133.63,38
971,Carregador 80,produto,205.99,20
972,Capa 80,produto,487.06,11
973,Teclado 3,produto,300.02,42
974,Monitor 70,produto,73.91,39
975,Teclado 32,produto,111.52,36
976,Manutenção de celular,servico,477.17,34
977,Carregador 9,produto,305.0,22
978,Manutenção de notebook,servico,203.36,3
979,Manutenção de notebook,servico,197.64,42
980,Mouse 39,produto,168.86,33
981,Carregador 76,produto,80.1,9
982,Notebook 86,produto,162.63,43
983,Troca de tela,servico,269.96,48
984,Instalação de software,servico,51.73,46
985,Troca de tela,servico,176.81,49
986,Instalação de software,servico,71.67,22
987,Manutenção de celular,servico,249.46,49
988,Troca de tela,servico,355.87,28
989,Teclado 52,produto,422.07,20
990,Notebook 65,produto,293.0,43
991,Monitor 81,produto,201.07,3
992,Mouse 19,produto,190.83,35
993,HD 91,produto,437.04,25
994,Capa 74,produto,367.1,34
995,Limpeza interna,servico,271.46,7
996,Manutenção de celular,servico,256.41,7
997,Notebook 81,produto,111.95,10
998,Carregador 30,produto,279.84,23
999,Instalação de software,servico,265.0,24
1000,HD 86,produto,194.08,10
